BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,LOW,HIGH,CLOSE,LEGALCLOSEPRICE,ACCINT,WAPRICE,YIELDCLOSE,OPEN,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,MATDATE,DURATION,YIELDATWAP,IRICPICLOSE,BEICLOSE,COUPONPERCENT,COUPONVALUE,BUYBACKDATE,LASTTRADEDATE,FACEVALUE,CURRENCYID,CBRCLOSE,YIELDTOOFFER,YIELDLASTCOUPON,OFFERDATE,FACEUNIT,TRADINGSESSION 
TQCB,2023-03-31,СберИОС175,RU000A1015V4,4.0,4145594.0,112.8,114.0,114.0,114.0,,113.02,,113.61,3668.0,112.27,112.28,,11568403.0,10345113.0,,2023-06-19,,0.0,,,1.35,47.53,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,СберИОС181,RU000A101640,1.0,5694.0,94.9,94.9,94.9,94.9,,94.9,,94.9,6.0,94.57,94.58,,27685006.0,25900846.0,,2024-12-18,,0.0,,,1.19,12.0,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,НижгорОб14,RU000A101665,1.0,976.7,97.67,97.67,97.67,97.67,3.88,97.67,9.01,97.67,1.0,,97.42,,0.0,49016061.1,,2025-06-14,443.0,9.01,,,6.75,16.83,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,Пионер 1P4,RU000A1016F5,138.0,6039404.17,99.65,99.81,99.8,99.8,2.61,99.75,11.41,99.81,11989.0,99.75,99.75,,6039404.17,6039404.17,,2023-12-11,163.0,11.54,,,10.5,13.22,,2023-03-31,505.0,SUR,,,,,RUB,3
TQCB,2023-03-31,ПИК К 1P2,RU000A1016Z3,218.0,15179472.6,98.4,98.86,98.6,98.6,3.62,98.57,10.21,98.85,15399.0,98.57,98.57,,15179472.6,15179472.6,,2024-12-11,331.0,10.25,,,8.25,20.57,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,Автодор2Р5,RU000A1017H9,14.0,536846.68,99.55,100.1,99.69,99.69,22.19,100.09,9.92,99.55,631.0,100.09,100.09,,536846.68,536846.68,,2029-12-12,694.0,9.69,,,9.53,40.39,2025-06-18,2023-03-31,850.0,SUR,,,,,RUB,3
TQCB,2023-03-31,Газпнф3P2R,RU000A1017J5,220.0,1744505.7,85.55,85.96,85.65,85.65,2.74,85.73,10.52,85.95,2035.0,85.73,85.73,,1744505.7,1744505.7,,2029-12-07,1910.0,10.5,,,7.15,17.83,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,СберИОС187,RU000A1017Q0,1.0,586461.0,83.9,83.9,83.9,83.9,,83.9,,83.9,699.0,83.75,83.81,,9822602.0,7353893.5,,2025-01-29,,0.0,,,0.01,0.5,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,СберИОС188,RU000A1017R8,1.0,338400.0,84.6,84.6,84.6,84.6,,84.6,,84.6,400.0,84.32,84.41,,37168289.0,9861317.0,,2025-01-27,,0.0,,,0.01,0.5,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,ТомскАдм 7,RU000A1018A2,26.0,79999.56,98.31,98.69,98.5,98.5,3.67,98.46,9.37,98.69,125.0,,98.41,,0.0,1393230.17,,2024-12-22,331.0,9.42,,,7.37,11.94,,2023-03-31,650.0,SUR,,,,,RUB,3
TQCB,2023-03-31,ТрансмхПБ4,RU000A1018C8,6.0,24144.5,96.3,97.0,97.0,97.0,19.42,96.58,9.07,96.31,25.0,,96.27,,0.0,502512.3,,2024-12-16,589.0,9.36,,,6.95,34.65,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,ИА ДОМ13P2,RU000A1018T2,4.0,2889.45,96.88,96.88,96.88,96.88,,96.88,10.2513,96.88,9.0,,96.68,,0.0,504129.78,,2050-05-07,1066.0,0.0,,,8.85,2.49,2030-12-07,2023-03-31,331.39,SUR,,,,,RUB,3
TQCB,2023-03-31,СибКХП 1P1,RU000A101947,1.0,2002.2,100.11,100.11,100.11,100.11,2.35,100.11,12.24,100.11,2.0,,100.02,,0.0,521088.4,,2024-12-20,84.0,12.24,,,12.25,30.54,2023-06-23,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,МосОб34013,RU000A101988,5.0,5469.52,97.5,97.76,97.5,97.5,0.88,97.67,8.91,97.75,8.0,,97.75,,0.0,500179.96,,2024-12-20,453.0,8.76,,,6.55,11.43,,2023-03-31,700.0,SUR,,,,,RUB,3
TQCB,2023-03-31,СберИОС192,RU000A1019T0,1.0,1874785.0,97.9,97.9,97.9,97.9,,97.9,,97.9,1915.0,,97.56,,0.0,18377822.0,,2024-07-16,,0.0,,,1.05,47.5,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,СберИОС191,RU000A1019U8,4.0,10441632.0,108.9,108.91,108.9,108.9,,108.9,,108.91,9588.0,108.36,108.59,,36687997.2,21915282.7,,2023-07-21,,0.0,,,1.35,47.5,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,Сбер Sb15R,RU000A101C89,389.0,10689761.6,98.22,98.57,98.48,98.48,11.56,98.39,8.44,98.53,10867.0,98.37,98.37,,10689761.6,10689761.6,,2024-01-22,291.0,8.56,,,6.3,31.41,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,СФО СБ 01,RU000A101CJ9,1.0,3800.0,95.0,95.0,95.0,95.0,,95.0,,95.0,4.0,,,,0.0,0.0,,2024-12-09,,0.0,,,0.0,0.0,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,ФСК РС1Р4,RU000A101CL5,18.0,113156.5,83.4,84.0,83.88,83.88,11.84,83.82,10.44,83.4,135.0,,83.55,,0.0,521353.5,,2035-01-11,1932.0,10.45,,,6.75,16.83,2030-01-17,2023-03-31,1000.0,SUR,,10.4031,,2030-01-22,RUB,3
TQCB,2023-03-31,СУЭК-Ф1P5R,RU000A101CQ4,6.0,262020.0,95.96,96.0,96.0,96.0,12.29,95.98,9.56,95.96,273.0,96.3,96.28,,10592412.5,4793896.1,,2030-01-16,627.0,9.58,,,6.9,34.41,2025-01-22,2023-03-31,1000.0,SUR,,9.4477,,2025-01-27,RUB,3
TQCB,2023-03-31,СберИОС216,RU000A101CR2,3.0,4937920.0,108.4,108.41,108.4,108.41,,108.41,,108.41,4555.0,107.71,107.77,,24553610.0,21954772.0,,2023-08-03,,0.0,,,1.35,47.5,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,СберИОС212,RU000A101CY8,2.0,1347000.1,89.8,89.81,89.8,89.8,,89.8,,89.81,1500.0,89.56,89.6,,16382391.0,13368717.0,,2025-02-13,,0.0,,,0.01,0.5,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,РуСол клБ,RU000A101DB4,3.0,8131.02,93.0,96.85,93.0,93.0,14.66,93.35,115.43,96.85,11.0,,94.17,,0.0,508537.78,,2031-02-15,45.0,108.66,,,15.37,29.67,2023-05-15,2023-03-31,791.84,SUR,,,,,RUB,3
TQCB,2023-03-31,РСетиЛЭБО3,RU000A101DE8,2.0,661344.2,99.6,99.62,99.62,99.62,13.67,99.6,9.01,99.6,664.0,99.57,99.59,,723895.6,700128.1,,2025-01-29,626.0,9.02,,,8.6,42.88,,2023-03-31,1000.0,SUR,,8.9668,,2025-01-29,RUB,3
TQCB,2023-03-31,РСетиЛЭБО4,RU000A101DF5,24.0,105799.3,98.02,101.91,100.32,100.32,13.67,98.88,8.57,101.91,107.0,,99.32,,0.0,521414.5,,2025-01-29,626.0,9.48,,,8.6,42.88,,2023-03-31,1000.0,SUR,,8.5293,,2025-01-29,RUB,3
TQCB,2023-03-31,СберИОС210,RU000A101DR0,1.0,439500.0,87.9,87.9,87.9,87.9,,87.9,,87.9,500.0,87.62,87.68,,19472613.0,15080888.0,,2025-02-20,,0.0,,,0.01,0.5,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,СберИОС214,RU000A101EB2,1.0,1245006.0,98.81,98.81,98.81,98.81,,98.81,,98.81,1260.0,98.18,98.18,,6533945.0,6533945.0,,2025-02-17,,0.0,,,0.95,47.5,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,СберИОС215,RU000A101ED8,1.0,3430360.0,89.8,89.8,89.8,89.8,,89.8,,89.8,3820.0,,89.57,,0.0,12338437.0,,2025-02-17,,0.0,,,0.95,47.5,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,МЕТАЛИНБ04,RU000A101EF3,18.0,70522.9,92.61,92.84,92.84,92.84,9.15,92.79,9.7,92.61,76.0,,92.77,,0.0,502827.0,,2030-01-30,954.0,9.72,,,6.55,32.66,2026-02-04,2023-03-31,1000.0,SUR,,9.6242,,2026-02-09,RUB,3
TQOD,2023-03-31,ГПБ Т2-03Д,RU000A101ER8,1.0,301000.0,86.0,86.0,86.0,86.0,2050.62,86.0,11.03,86.0,2.0,,,,0.0,0.0,,2030-12-20,,11.03,,,4.7,4101.23,2025-12-26,2023-03-31,175000.0,USD,,,,,USD,3
TQCB,2023-03-31,РОСНАН2P2,RU000A101EW8,1.0,4747.5,94.95,94.95,94.95,94.95,12.54,94.95,71.93,94.95,5.0,,90.68,,0.0,500566.5,,2025-11-10,45.0,71.93,,,9.95,24.81,2023-05-15,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,СберИОС217,RU000A101FD5,1.0,832608.0,88.2,88.2,88.2,88.2,,88.2,,88.2,944.0,,87.37,,0.0,14731027.1,,2025-02-24,,0.0,,,1.16,58.5,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,Ростел2P2R,RU000A101FG8,38.0,141266.4,90.71,91.17,91.17,91.17,8.02,91.14,9.65,91.01,155.0,,91.14,,0.0,1271440.4,,2027-02-10,1250.0,9.66,,,6.65,33.16,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,МТС 1P-14,RU000A101FH6,156.0,1500332.1,90.62,91.16,90.98,90.99,7.78,90.82,9.75,90.8,1652.0,90.82,90.82,,1500332.1,1500332.1,,2027-02-11,1239.0,9.8,,,6.6,16.45,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,СберИОС211,RU000A101FQ7,1.0,331150.0,89.5,89.5,89.5,89.5,,89.5,,89.5,370.0,89.16,89.36,,13339850.1,3245711.1,,2025-03-06,,0.0,,,0.01,0.5,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,РСетиМР1P2,RU000A101FY1,11.0,26609.5,94.9,95.5,95.2,95.2,7.08,95.03,9.19,95.5,28.0,,95.93,,0.0,513227.4,,2025-02-14,653.0,9.3,,,6.15,30.67,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,СберИОС220,RU000A101G69,1.0,975.0,97.5,97.5,97.5,97.5,,97.5,,97.5,1.0,,92.61,,0.0,2585770.1,,2024-03-26,,0.0,,,0.01,0.4,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,ГТЛК 1P-16,RU000A101GD3,59.0,331583.82,89.5,89.89,89.69,89.69,4.28,89.77,11.82,89.5,591.0,,89.74,,0.0,533383.82,,2028-02-17,907.0,11.78,,,6.95,10.83,,2023-03-31,625.0,SUR,,11.7803,,2028-02-17,RUB,3
TQCB,2023-03-31,СберИОС224,RU000A101GF8,4.0,6760344.0,99.3,99.3,99.3,99.3,,99.3,,99.3,6808.0,99.27,99.27,,9544888.0,9445688.0,,2025-03-11,,0.0,,,0.01,0.5,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,Газпнф3P3R,RU000A101GJ0,35.0,661588.2,96.02,96.19,96.16,96.16,6.12,96.16,8.69,96.18,688.0,96.16,96.16,,661588.2,661588.2,,2025-02-20,653.0,8.69,,,6.2,15.46,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,СберИОС226,RU000A101GP7,1.0,276900.0,92.3,92.3,92.3,92.3,,92.3,,92.3,300.0,,92.42,,0.0,11464384.1,,2025-03-21,,0.0,,,0.01,0.5,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,ОткрФКБП6,RU000A101GR3,5.0,215017.0,99.45,99.55,99.45,99.45,7.22,99.54,9.34,99.55,216.0,,99.52,,0.0,598116.3,,2025-02-25,326.0,9.23,,,8.5,42.38,2024-02-27,2023-03-31,1000.0,SUR,,9.1675,,2024-03-01,RUB,3
TQCB,2023-03-31,СберИОС230,RU000A101GT9,7.0,1190697.1,84.5,88.79,85.5,85.5,,84.87,,84.51,1403.0,85.0,84.98,,1770507.1,1617147.1,,2025-03-18,,0.0,,,0.01,0.5,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,УрКаПБО6P,RU000A101GZ6,131.0,6819921.2,95.46,95.9,95.55,95.55,5.82,95.72,9.68,95.9,7125.0,95.72,95.72,,6819921.2,6819921.2,,2025-02-25,661.0,9.57,,,6.85,34.16,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,РЖД 1Р-18R,RU000A101H84,1.0,5046.0,100.92,100.92,100.92,100.92,8.91,100.92,8.64,100.92,5.0,,100.18,,0.0,517915.6,,2030-02-20,152.0,8.64,,,10.84,54.05,2023-08-30,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,СберИОС219,RU000A101HG4,1.0,1421892.0,93.3,93.3,93.3,93.3,,93.3,,93.3,1524.0,,93.0,,0.0,9431377.1,,2025-03-11,,0.0,,,0.95,47.5,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,СберИОС218,RU000A101HH2,2.0,2646836.7,102.71,102.71,102.71,102.71,,102.71,,102.71,2577.0,101.94,101.99,,13765466.0,12452671.0,,2025-03-11,,0.0,,,0.95,47.5,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,СберИОС231,RU000A101HK6,3.0,1706889.0,87.1,87.2,87.2,87.2,,87.13,,87.1,1959.0,87.07,87.07,,2469326.6,2466722.0,,2025-03-25,,0.0,,,0.01,0.5,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQRD,2023-03-31,ДДёнерБОП2,RU000A101HQ3,14.0,29188.0,15.56,16.8,15.76,15.78,18.49,16.22,,15.56,18.0,,13.08,,0.0,500774.0,,2023-04-25,,0.0,,,13.5,110.96,,2023-03-31,10000.0,SUR,,,7734.129,2023-04-25,RUB,3
TQCB,2023-03-31,ИА ДОМ 5P1,RU000A101JD7,10.0,506651.45,89.9,90.15,89.9,89.91,4.39,89.91,10.1265,90.15,1417.0,89.91,89.91,,506651.45,506651.45,,2045-04-28,1159.0,0.0,,,6.5,6.37,2032-04-28,2023-03-31,397.69,SUR,,,,,RUB,3
TQCB,2023-03-31,СберИОС229,RU000A101JW7,4.0,12815410.0,105.3,105.31,105.3,105.3,,105.3,,105.31,12170.0,104.66,104.83,,39801426.8,29947749.5,,2025-04-01,,0.0,,,0.95,47.5,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,ВТБ Б-1-60,RU000A101KC7,7.0,37961.8,99.87,99.91,99.9,99.9,,99.9,,99.91,38.0,,97.11,,0.0,885665.7,,2023-04-04,,0.0,,,0.01,0.05,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,СберИОС244,RU000A101KF0,1.0,1902000.0,95.1,95.1,95.1,95.1,,95.1,,95.1,2000.0,,96.04,,0.0,17806623.0,,2025-04-23,,0.0,,,0.01,0.5,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQRD,2023-03-31,Калита1P1,RU000A101KJ2,16.0,1970.28,0.58,0.58,0.58,0.58,5.3,0.58,,0.58,395.0,,1.92,,0.0,500898.88,,2023-09-12,,0.0,,,15.0,10.6,,2023-03-31,860.0,SUR,,,,2023-09-12,RUB,3
TQCB,2023-03-31,РОСНАНО2P4,RU000A101KK0,449.0,14656218.2,84.4,85.17,84.5,84.5,1.29,84.55,27.51,84.83,17335.0,84.55,84.55,,14656218.2,14656218.2,,2024-03-26,351.0,27.43,,,6.75,17.01,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,СберИОС245,RU000A101LB7,1.0,434500.0,86.9,86.9,86.9,86.9,,86.9,,86.9,500.0,,86.86,,0.0,11200649.1,,2025-05-07,,0.0,,,0.01,0.5,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,ЕврХимБ1Р8,RU000A101LJ0,67.0,4193664.9,98.04,98.58,98.26,98.26,36.17,98.12,9.2,98.53,4274.0,98.12,98.12,,4193664.9,4193664.9,,2025-04-15,678.0,9.29,,,8.05,40.14,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,МежИнБ01P2,RU000A101LM4,2.0,47350.0,94.7,94.7,94.7,94.7,33.12,94.7,10.97,94.7,50.0,,,,0.0,0.0,,2025-04-23,686.0,10.97,,,7.75,38.64,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,СберИОС248,RU000A101LT9,1.0,869094.0,91.1,91.1,91.1,91.1,,91.1,,91.1,954.0,,90.42,,0.0,7874482.0,,2025-04-23,,0.0,,,0.95,47.5,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,СберИОС241,RU000A101LU7,3.0,8105318.0,103.3,103.31,103.3,103.31,,103.31,,103.31,7846.0,102.52,102.71,,29511715.6,23944152.6,,2025-04-29,,0.0,,,0.95,47.5,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,Ростел2P4R,RU000A101LY9,25.0,111617159.1,99.93,100.0,100.0,100.0,29.77,99.94,6.76,99.93,111684.0,99.94,99.94,,111617159.1,111617159.1,,2023-04-21,21.0,8.03,,,6.75,33.66,,2023-03-31,1000.0,SUR,,,5.6175,,RUB,3
TQCB,2023-03-31,РЖД 1Р-20R,RU000A101M04,103.0,764863.2,94.0,94.9,94.89,94.89,32.42,94.66,9.11,94.89,808.0,94.66,94.66,,764863.2,764863.2,,2027-03-15,1232.0,9.19,,,7.35,36.65,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,СовкомБОП2,RU000A101MB5,1.0,1000.9,100.09,100.09,100.09,100.09,16.03,100.09,9.12,100.09,1.0,99.91,99.91,,1921310.6,1917329.8,,2030-04-17,202.0,9.12,,,9.0,22.44,2023-10-25,2023-03-31,1000.0,SUR,,8.7693,,2023-10-30,RUB,3
TQCB,2023-03-31,Магнит2Р02,RU000A101MC3,76.0,9795358.5,99.88,99.94,99.94,99.94,28.64,99.93,7.7,99.92,9802.0,99.93,99.93,,9795358.5,9795358.5,,2023-04-26,26.0,7.87,,,6.7,33.41,,2023-03-31,1000.0,SUR,,,6.5785,,RUB,3
TQCB,2023-03-31,СберИОС253,RU000A101MH2,2.0,1269216.0,86.4,86.4,86.4,86.4,,86.4,,86.4,1469.0,86.02,86.11,,44999999.0,11366945.0,,2025-06-04,,0.0,,,0.01,0.5,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,СберИОС254,RU000A101MK6,2.0,913913.1,91.3,91.31,91.3,91.3,,91.3,,91.31,1001.0,91.04,91.07,,6455994.9,5074661.9,,2024-05-28,,0.0,,,0.01,0.4,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,ДетМир БО6,RU000A101MT7,2.0,10968.8,99.7,99.88,99.7,99.7,28.38,99.72,10.76,99.88,11.0,,99.51,,0.0,501506.9,,2027-04-29,34.0,10.5,,,7.0,34.9,2023-05-04,2023-03-31,1000.0,SUR,,8.7229,,2023-05-08,RUB,3
TQCB,2023-03-31,ВТБ Б-1-67,RU000A101MY7,2.0,126500.0,115.0,115.0,115.0,115.0,0.04,115.0,-80.71,115.0,110.0,110.95,110.92,,713437.3,684362.2,,2023-05-04,34.0,-80.71,,,0.01,0.05,,2023-03-31,1000.0,SUR,,-77.6919,-140.0114,2023-05-04,RUB,3
TQCB,2023-03-31,МТС 1P-15,RU000A101NG2,34.0,212632.7,92.0,95.26,93.24,93.24,9.04,92.85,9.11,95.26,229.0,,94.07,,0.0,503257.7,,2026-11-05,1164.0,9.25,,,6.6,16.45,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQIR,2023-03-31,ЧЗПСНП БП2,RU000A101NJ6,66.0,581166.8,100.2,100.78,100.59,100.44,16.44,100.37,12.2,100.2,579.0,100.37,100.37,,581166.8,581166.8,,2025-05-08,680.0,12.33,,,12.0,29.92,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,ВТБ Б-1-68,RU000A101NX7,4.0,50000.0,100.0,100.0,100.0,100.0,,100.0,,100.0,50.0,,93.14,,0.0,715279.6,,2025-05-13,,0.0,,,0.01,0.05,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,Якут-35014,RU000A101P27,4.0,2790.3,93.01,93.01,93.01,93.01,1.49,93.01,9.37,93.01,5.0,,,,0.0,0.0,,2027-05-12,1045.0,9.37,,,6.49,9.71,,2023-03-31,600.0,SUR,,,,,RUB,3
TQIR,2023-03-31,Шевченк1Р2,RU000A101P92,103.0,1407141.8,101.35,102.1,101.8,101.8,15.32,101.67,12.37,101.41,1384.0,101.67,101.67,,1407141.8,1407141.8,,2025-05-15,573.0,12.46,,,13.0,32.41,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,БелОб34014,RU000A101PA0,13.0,63303.5,95.6,96.45,96.3,96.3,6.79,95.91,9.1,95.66,66.0,,96.01,,0.0,851586.4,,2025-05-16,478.0,9.44,,,5.9,14.71,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,АЛРОСА Б06,RU000A101PB8,4.0,3981.4,99.28,99.8,99.8,99.8,6.62,99.54,5.98,99.29,4.0,,98.82,,0.0,502001.1,,2030-05-10,732.0,6.12,,,5.75,14.34,2025-05-16,2023-03-31,1000.0,SUR,,5.9267,,2025-05-20,RUB,3
TQCB,2023-03-31,АЛРОСА Б07,RU000A101PC6,23.0,106411.3,94.05,94.19,94.19,94.19,6.62,94.17,9.08,94.19,113.0,,94.01,,0.0,3349539.1,,2030-05-10,730.0,9.09,,,5.75,14.34,2025-05-16,2023-03-31,1000.0,SUR,,8.9923,,2025-05-20,RUB,3
TQCB,2023-03-31,АЛРОСА Б05,RU000A101PD4,1.0,959.9,95.99,95.99,95.99,95.99,6.62,95.99,8.05,95.99,1.0,,96.49,,0.0,501734.2,,2030-05-10,731.0,8.05,,,5.75,14.34,2025-05-16,2023-03-31,1000.0,SUR,,7.9789,,2025-05-20,RUB,3
TQCB,2023-03-31,АЛРОСА Б04,RU000A101PF9,3.0,2874.3,95.51,95.96,95.96,95.96,6.62,95.81,8.07,95.96,3.0,,96.99,,0.0,500462.8,,2030-05-10,731.0,8.15,,,5.75,14.34,2025-05-16,2023-03-31,1000.0,SUR,,7.9956,,2025-05-20,RUB,3
TQCB,2023-03-31,АЛРОСА Б03,RU000A101PG7,12.0,24753.0,94.84,95.3,95.29,95.29,6.62,95.2,8.45,95.3,26.0,,94.85,,0.0,514084.6,,2030-05-10,731.0,8.5,,,5.75,14.34,2025-05-16,2023-03-31,1000.0,SUR,,8.3696,,2025-05-20,RUB,3
TQCB,2023-03-31,Магнит2Р03,RU000A101PJ1,64.0,2621290.0,99.72,99.78,99.75,99.75,21.5,99.74,8.0,99.77,2628.0,99.74,99.74,,2621290.0,2621290.0,,2023-05-19,49.0,8.09,,,5.9,29.42,,2023-03-31,1000.0,SUR,,,7.2628,,RUB,3
TQCB,2023-03-31,СовкмFIZL2,RU000A101PP8,21.0,195399.3,99.6,99.95,99.95,99.95,6.95,99.69,7.03,99.9,196.0,,99.71,,0.0,626202.6,,2023-05-22,52.0,9.11,,,6.5,16.21,,2023-03-31,1000.0,SUR,,,6.4338,,RUB,3
TQCB,2023-03-31,ТрансмхПБ5,RU000A101PU8,3.0,5952.6,99.21,99.21,99.21,99.21,21.39,99.21,12.19,99.21,6.0,,99.45,,0.0,776669.5,,2025-05-21,54.0,12.19,,,6.1,30.42,2023-05-24,2023-03-31,1000.0,SUR,,10.4825,,2023-05-29,RUB,3
TQCB,2023-03-31,РКСБ01,RU000A101PV6,32.0,641903.1,100.25,100.35,100.35,100.35,14.58,100.3,11.78,100.29,640.0,100.3,100.3,,641903.1,641903.1,,2023-05-23,53.0,12.18,,,14.0,34.9,,2023-03-31,1000.0,SUR,,,10.588,,RUB,3
TQCB,2023-03-31,ВТБ Б-1-73,RU000A101PX2,3.0,4391.6,109.68,109.95,109.95,109.79,0.03,109.79,-40.35,109.68,4.0,104.06,104.4,,611877.0,562692.2,,2023-06-09,70.0,-39.87,,,0.01,0.05,,2023-03-31,1000.0,SUR,,-38.9958,,2023-06-09,RUB,3
TQCB,2023-03-31,Систем1P13,RU000A101Q26,40.0,2024254.4,96.5,96.76,96.71,96.71,23.15,96.72,9.95,96.76,2093.0,96.72,96.72,,2024254.4,2024254.4,,2030-05-15,400.0,9.94,,,6.6,32.91,2024-05-22,2023-03-31,1000.0,SUR,,9.7533,,2024-05-27,RUB,3
TQIR,2023-03-31,ЭконЛиз1P2,RU000A101QC4,21.0,1115276.9,100.36,101.4,101.4,100.88,11.51,101.39,2.32,101.28,1100.0,101.39,101.39,,1115276.9,1115276.9,,2023-05-26,56.0,2.39,,,12.0,29.92,,2023-03-31,1000.0,SUR,,,2.1779,,RUB,3
TQCB,2023-03-31,РитйлБФ1P1,RU000A101QF7,134.0,6325041.5,96.7,97.23,97.11,97.12,7.77,97.04,12.26,97.16,6518.0,97.04,97.04,,6325041.5,6325041.5,,2025-05-28,478.0,12.32,,,9.45,23.56,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,СберИОС257,RU000A101QJ9,2.0,2065728.5,101.51,101.51,101.51,101.51,,101.51,,101.51,2035.0,100.85,100.88,,12489658.3,12012133.3,,2025-06-04,,0.0,,,0.95,47.5,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,ГТЛК 1P-17,RU000A101QL5,170.0,1407089.1,88.87,89.44,89.13,89.17,6.52,89.06,12.13,89.34,1580.0,89.06,89.06,,1407089.1,1407089.1,,2035-05-14,1021.0,12.16,,,7.44,18.55,2026-05-25,2023-03-31,1000.0,SUR,,12.0622,,2026-05-28,RUB,3
TQCB,2023-03-31,ГазпромКP3,RU000A101QM3,78.0,1407742.9,93.16,94.21,93.39,93.32,19.05,93.55,9.36,94.2,1503.0,93.66,93.66,,1407742.9,1407742.9,,2025-05-27,737.0,9.27,,,5.7,28.42,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,ГазпромКP4,RU000A101QN1,225.0,1394394.8,88.29,89.5,89.45,89.49,19.72,89.04,9.2,88.3,1566.0,89.04,89.04,,1394394.8,1394394.8,,2027-05-25,1327.0,9.34,,,5.9,29.42,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,СберИОС267,RU000A101QR2,2.0,1082400.0,98.4,98.4,98.4,98.4,,98.4,,98.4,1100.0,98.26,98.33,,7751646.6,4043486.0,,2023-06-29,,0.0,,,0.01,0.3,,2023-03-31,1000.0,SUR,,,,,RUB,3
