BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,LOW,HIGH,CLOSE,LEGALCLOSEPRICE,ACCINT,WAPRICE,YIELDCLOSE,OPEN,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,MATDATE,DURATION,YIELDATWAP,IRICPICLOSE,BEICLOSE,COUPONPERCENT,COUPONVALUE,BUYBACKDATE,LASTTRADEDATE,FACEVALUE,CURRENCYID,CBRCLOSE,YIELDTOOFFER,YIELDLASTCOUPON,OFFERDATE,FACEUNIT,TRADINGSESSION 
TQCB,2023-03-31,МТС 1P-20,RU000A104SU6,126.0,8491260.9,107.28,107.89,107.4,107.4,18.03,107.44,9.28,107.66,7903.0,107.44,107.44,,8491260.9,8491260.9,,2026-05-01,953.0,9.26,,,11.75,29.29,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,РЖД 1Р-24R,RU000A104SX0,30.0,81644.1,110.0,110.53,110.38,110.38,47.81,110.33,8.97,110.53,74.0,,110.42,,0.0,772974.7,,2027-04-30,1188.0,8.99,,,11.87,59.19,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,Ростел2P7R,RU000A104TD0,3.0,123130.4,108.0,108.5,108.0,108.01,15.77,108.01,9.06,108.5,114.0,,107.06,,0.0,579211.0,,2026-05-08,960.0,9.06,,,11.75,29.29,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,ЦР БО-01,RU000A104TG3,72.0,320056.5,116.54,119.98,119.08,119.08,10.85,118.54,11.83,116.54,270.0,,118.38,,0.0,500739.2,,2025-10-28,610.0,12.13,,,22.0,18.08,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,ХайТэк 01,RU000A104TM1,342.0,2456490.5,101.2,102.05,101.68,101.68,28.27,101.59,10.35,102.05,2418.0,101.59,101.59,,2456490.5,2456490.5,,2025-05-15,48.0,11.12,,,24.0,59.84,2023-05-18,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,Сегежа2P4R,RU000A104UA4,113.0,2553653.1,100.34,100.99,100.7,100.7,9.64,100.78,10.23,100.93,2534.0,100.78,100.78,,2553653.1,2553653.1,,2037-05-11,234.0,10.1,,,11.0,27.42,2023-11-27,2023-03-31,1000.0,SUR,,,,,RUB,3
TQIR,2023-03-31,РоялКапБО7,RU000A104UF3,43.0,155557.4,100.84,101.34,100.87,100.9,16.14,101.01,13.83,101.11,154.0,,101.1,,0.0,509556.4,,2025-05-27,60.0,12.84,,,19.0,47.37,2023-05-30,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,ИАДОМ 1P18,RU000A104UV0,1.0,2658.6,98.87,98.87,98.87,98.87,0.58,98.87,8.3695,98.87,3.0,,98.9,,0.0,500419.55,,2032-05-28,2383.0,0.0,,,7.9,6.01,2032-05-28,2023-03-31,896.33,SUR,,,,,RUB,3
TQCB,2023-03-31,ВТБ Б1-131,RU000A104UX6,65.0,6825073.2,100.21,100.44,100.41,100.41,6.85,100.4,7.91,100.23,6798.0,100.4,100.4,,6825073.2,6825073.2,,2023-06-06,66.0,7.97,,,10.0,8.49,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,ПионЛизБР5,RU000A104V00,100.0,2605420.2,99.66,100.04,100.0,100.0,10.84,99.94,15.52,100.02,2607.0,99.94,99.94,,2605420.2,2605420.2,,2032-04-15,1835.0,15.54,,,14.66,12.05,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,ПочтаР2P01,RU000A104V75,125.0,2691481.6,104.79,105.8,104.83,104.83,35.61,105.05,10.19,105.77,2562.0,105.05,105.05,,2691481.6,2691481.6,,2032-05-26,1222.0,10.13,,,11.4,56.84,2027-06-02,2023-03-31,1000.0,SUR,,10.1408,,2027-06-07,RUB,3
TQCB,2023-03-31,РедСофт2P3,RU000A104VA2,39.0,418702.8,112.7,113.46,113.0,113.0,11.97,113.16,10.84,113.15,370.0,,113.11,,0.0,530467.1,,2024-12-04,540.0,10.74,,,19.0,47.37,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,Ростел2P8R,RU000A104VS4,36.0,225230.6,102.7,103.62,102.84,102.84,29.9,102.85,8.93,103.62,219.0,,102.8,,0.0,795665.1,,2025-06-11,721.0,8.92,,,10.2,50.86,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQIR,2023-03-31,ВЭББНКР 02,RU000A104VW6,46.0,506784.0,104.02,105.2,104.61,104.61,10.85,104.92,13.98,104.29,483.0,104.92,104.92,,506784.0,506784.0,,2025-11-27,785.0,13.82,,,22.0,18.08,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,ПочтаР2P02,RU000A104W17,15.0,282866.3,101.34,101.4,101.39,101.39,28.09,101.39,9.86,101.4,279.0,,101.34,,0.0,577638.4,,2032-06-08,1004.0,9.86,,,10.15,50.61,2026-06-16,2023-03-31,1000.0,SUR,,9.8045,,2026-06-19,RUB,3
TQCB,2023-03-31,ПочтаР2P03,RU000A104W33,106.0,837346.1,99.52,106.5,100.2,100.2,28.09,100.28,10.35,106.5,835.0,100.28,100.28,,837346.1,837346.1,,2032-06-08,1483.0,10.33,,,10.15,50.61,2028-06-13,2023-03-31,1000.0,SUR,,10.3124,,2028-06-16,RUB,3
TQCB,2023-03-31,ИнтЛиз1Р03,RU000A104W58,1.0,2040.0,102.0,102.0,102.0,102.0,3.08,102.0,10.35,102.0,2.0,,101.11,,0.0,507586.5,,2024-06-19,297.0,10.35,,,12.5,31.16,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,ВТБ Б1-132,RU000A104W74,63.0,1252830.6,100.15,100.33,100.31,100.31,2.18,100.23,7.68,100.16,1250.0,100.23,100.23,,1252830.6,1252830.6,,2023-06-22,82.0,8.07,,,8.85,7.52,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQIR,2023-03-31,АПРИФП БП5,RU000A104WA0,344.0,3033519.6,102.67,102.99,102.82,102.82,5.26,102.9,11.22,102.8,2948.0,102.9,102.9,,3033519.6,3033519.6,,2025-06-19,83.0,10.83,,,24.0,59.84,2023-06-22,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,Славнеф2Р4,RU000A104WF9,17.0,329007.0,101.64,102.0,101.8,101.8,1.95,101.86,9.57,102.0,323.0,,101.9,,0.0,533943.7,,2032-06-11,736.0,9.54,,,10.15,25.31,2025-06-20,2023-03-31,1000.0,SUR,,9.4741,,2025-06-25,RUB,3
TQCB,2023-03-31,МТС 1P-21,RU000A104WJ1,15.0,1130435.8,102.1,102.25,102.22,102.21,1.06,102.21,9.15,102.25,1106.0,102.21,102.21,,1130435.8,1130435.8,,2026-06-22,1028.0,9.15,,,9.65,24.06,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,iВУШ 1P1,RU000A104WS2,355.0,3740769.3,103.8,104.96,104.59,104.59,0.74,104.46,11.62,103.8,3581.0,104.46,104.46,,3740769.3,3740769.3,,2025-06-25,721.0,11.69,,,13.5,33.66,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,ЭлАп БО-01,RU000A104WZ7,72.0,1054883.1,101.75,102.82,102.5,102.51,0.53,102.32,9.07,101.76,1031.0,102.32,102.32,,1054883.1,1054883.1,,2026-06-25,90.0,9.88,,,19.5,48.62,2023-06-29,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,ЛТрейд 1P4,RU000A104XE0,96.0,813130.6,104.51,105.09,105.09,105.07,15.1,104.92,11.06,104.73,775.0,104.92,104.92,,813130.6,813130.6,,2027-06-09,331.0,11.26,,,19.0,15.62,2024-03-26,2023-03-31,1000.0,SUR,,-7.8549,,2023-06-29,RUB,3
TQCB,2023-03-31,МГКЛ 1P1,RU000A104XJ9,11.0,79977.1,102.5,102.87,102.55,102.55,39.33,102.53,-99.98,102.6,78.0,,102.62,,0.0,541835.4,,2026-12-29,4.0,-99.98,,,16.5,41.14,2023-04-04,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,Автодор3Р2,RU000A104XR2,275.0,1809993.0,102.0,102.45,102.15,102.15,16.05,102.2,10.26,102.45,1771.0,102.2,102.2,,1809993.0,1809993.0,,2027-07-01,1273.0,10.25,,,10.65,53.1,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,ХКФинБ1P8,RU000A104XU6,52.0,2900197.5,99.16,99.32,99.32,99.31,22.44,99.25,11.61,99.17,2922.0,99.25,99.25,,2900197.5,2900197.5,,2025-07-04,183.0,11.77,,,9.75,24.31,2023-10-06,2023-03-31,1000.0,SUR,,11.1135,,2023-10-11,RUB,3
TQCB,2023-03-31,СибурХ1Р01,RU000A104XW2,50.0,461465.2,100.51,100.99,100.98,100.98,21.06,100.76,9.04,100.89,458.0,,100.76,,0.0,514898.6,,2026-01-20,898.0,9.13,,,9.15,22.81,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,БелугаБП5,RU000A104Y15,124.0,8114868.2,102.1,102.5,102.4,102.4,23.78,102.42,10.33,102.39,7923.0,102.42,102.42,,8114868.2,8114868.2,,2027-07-06,1172.0,10.32,,,10.85,54.1,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,МОСМСП2 03,RU000A104YR0,17.0,137283.0,99.2,99.5,99.5,99.5,1.31,99.48,10.68,99.5,138.0,,100.16,,0.0,501782.2,,2033-05-26,290.0,10.71,,,9.55,8.11,2024-01-26,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,СамолетP12,RU000A104YT6,736.0,17471362.9,103.44,103.76,103.76,103.76,27.95,103.64,11.84,103.64,16858.0,103.64,103.64,,17471362.9,17471362.9,,2025-07-11,715.0,11.9,,,13.25,33.03,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,ВЭБ2P-33,RU000A104Z48,83.0,1613589.7,100.26,100.89,100.79,100.79,19.84,100.72,10.21,100.88,1602.0,100.72,100.72,,1613589.7,1613589.7,,2027-07-15,1284.0,10.23,,,10.2,50.86,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,БинФарм1P2,RU000A104Z71,16.0,3981544.2,100.9,101.17,101.08,100.9,20.13,100.9,9.79,101.17,3946.0,100.9,100.9,,3981544.2,3981544.2,,2037-07-02,442.0,9.95,,,10.35,25.8,2024-07-18,2023-03-31,1000.0,SUR,,,,,RUB,3
TQIR,2023-03-31,Шевченк1Р3,RU000A104Z89,65.0,657096.8,102.15,102.24,102.2,102.2,35.99,102.19,11.26,102.2,643.0,102.19,102.19,,657096.8,657096.8,,2025-07-17,107.0,11.29,,,18.5,46.12,2023-07-20,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,ДОМ 1P-10R,RU000A104ZA3,3.0,4019.0,100.25,100.7,100.25,100.25,17.14,100.48,8.02,100.7,4.0,,100.19,,0.0,522998.9,,2023-07-20,111.0,7.2,,,8.81,43.93,,2023-03-31,1000.0,SUR,,,7.5958,,RUB,3
TQCB,2023-03-31,КАМАЗ БП10,RU000A104ZC9,77.0,956384.9,101.67,102.41,101.9,101.9,20.71,101.96,9.55,102.41,938.0,101.96,101.96,,956384.9,956384.9,,2025-07-18,442.0,9.5,,,10.8,26.93,2024-07-19,2023-03-31,1000.0,SUR,,9.3872,,2024-07-24,RUB,3
TQCB,2023-03-31,МВ ФИН 1Р3,RU000A104ZK2,689.0,11510448.4,100.8,101.02,100.89,100.89,22.33,100.89,12.44,101.02,11409.0,100.89,100.89,,11510448.4,11510448.4,,2025-07-22,732.0,12.44,,,12.35,30.79,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,ВТБ Б1-311,RU000A104ZQ9,219.0,7883574.3,99.6,99.96,99.92,99.92,0.82,99.68,8.03,99.8,7909.0,99.68,99.68,,7883574.3,7883574.3,,2023-07-27,117.0,8.87,,,7.5,6.37,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQIR,2023-03-31,Шевченк1Р4,RU000A104ZU1,74.0,1404462.4,102.1,102.79,102.79,102.79,29.81,102.67,12.33,102.1,1368.0,102.67,102.67,,1404462.4,1404462.4,,2026-07-23,198.0,12.56,,,17.0,42.38,2023-10-26,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,ММЦБ П01-2,RU000A105054,16.0,475175.0,104.5,104.7,104.7,104.68,22.63,104.66,12.79,104.67,454.0,,104.65,,0.0,507556.9,,2027-01-26,1112.0,12.8,,,14.0,69.81,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,ЕАБР П3-01,RU000A1050H0,7.0,180804.0,98.8,98.8,98.8,98.8,15.11,98.8,10.18,98.8,183.0,98.54,98.53,,2200509.2,1787375.0,,2025-07-29,773.0,10.18,,,9.35,46.62,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,НИКА 1Р01,RU000A1050X7,403.0,6514395.6,98.5,98.79,98.6,98.6,29.1,98.58,17.56,98.79,6608.0,98.58,98.58,,6514395.6,6514395.6,,2025-07-29,503.0,17.58,,,18.0,44.88,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,РУСАЛ БО05,RU000A105104,27.0,26454433.39,98.95,99.9699,99.9699,99.9699,69.3451,98.9212,3.96,99.58,2389.0,98.9212,98.9212,,37783687.77,37783687.77,,2027-07-28,478.0,4.8,,,3.9,19.45,2024-07-31,2023-03-31,1000.0,SUR,,3.8948,,2024-08-05,CNY,3
TQOY,2023-03-31,РУСАЛ БО05,RU000A105104,120.0,1012924.29,98.4699,98.9499,98.8922,99.9699,6.2,98.9212,4.83,98.75,1026.0,98.9212,98.9212,,37783687.77,37783687.77,,2027-07-28,,4.8,,,3.9,19.45,2024-07-31,2023-03-31,1000.0,CNY,,4.7703,,2024-08-05,CNY,3
TQCB,2023-03-31,РУСАЛ БО06,RU000A105112,14.0,6012671.02,98.9999,99.9999,99.9999,98.7899,69.3451,98.8425,3.94,98.9999,543.0,98.8425,98.8425,,12171822.45,12171822.45,,2027-07-28,478.0,4.86,,,3.9,19.45,2024-07-31,2023-03-31,1000.0,SUR,,3.8713,,2024-08-05,CNY,3
TQOY,2023-03-31,РУСАЛ БО06,RU000A105112,67.0,550676.5,98.5,99.5797,98.7899,98.7899,6.2,98.8425,4.91,99.5797,558.0,98.8425,98.8425,,12171822.45,12171822.45,,2027-07-28,,4.87,,,3.9,19.45,2024-07-31,2023-03-31,1000.0,CNY,,4.8519,,2024-08-05,CNY,3
TQCB,2023-03-31,ПИК К 1P5,RU000A105146,86.0,29527414.22,90.1508,91.2989,90.5898,90.5898,1567.9353,90.4805,8.89,90.8,423.0,90.4805,90.4805,,38570667.07,38570667.07,,2026-11-19,1187.0,8.93,,,5.63,27.89,,2023-03-31,1000.0,SUR,,,,,USD,3
TQOD,2023-03-31,ПИК К 1P5,RU000A105146,43.0,117313.36,89.968,90.294,90.2921,90.5898,20.34,90.4805,9.0,90.2929,130.0,90.4805,90.4805,,38570667.07,38570667.07,,2026-11-19,,8.93,,,5.63,27.89,,2023-03-31,1000.0,USD,,,,,USD,3
TQCB,2023-03-31,СберИОС534,RU000A105161,4.0,65240.0,93.2,93.2,93.2,93.2,,93.2,,93.2,70.0,92.44,92.42,,1501228.0,1482348.0,,2025-08-21,,0.0,,,0.01,0.1,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,Ростел2P9R,RU000A1051E5,66.0,3425251.1,98.5,99.39,99.2,99.2,13.66,98.8,9.27,99.0,3467.0,98.8,98.8,,3425251.1,3425251.1,,2026-01-29,926.0,9.45,,,8.75,43.63,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,МТС 1P-22,RU000A1051T3,89.0,1669662.0,99.4,99.87,99.65,99.65,12.73,99.62,8.85,99.87,1676.0,99.62,99.62,,1669662.0,1669662.0,,2024-08-02,463.0,8.88,,,8.3,20.69,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,МТС-Банк02,RU000A1051U1,104.0,591593.4,100.11,100.45,100.31,100.17,14.65,100.27,9.73,100.44,590.0,100.27,100.27,,591593.4,591593.4,,2025-08-01,765.0,9.75,,,9.55,23.81,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,ДОМ 1P-11R,RU000A1052E3,2.0,44000.0,100.0,100.0,100.0,100.0,12.11,100.0,8.66,100.0,44.0,,99.94,,0.0,519685.9,,2024-08-06,472.0,8.66,,,8.5,42.38,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,КарРус 1P1,RU000A1052T1,110.0,1144768.5,101.75,102.17,102.15,102.15,18.16,102.03,12.47,101.75,1122.0,102.03,102.03,,1144768.5,1144768.5,,2025-08-06,742.0,12.54,,,13.0,32.41,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,СэтлГрБ2P1,RU000A1053A9,117.0,3272293.0,101.33,102.42,101.74,101.74,14.65,101.72,11.78,101.71,3217.0,101.72,101.72,,3272293.0,3272293.0,,2025-08-13,756.0,11.79,,,12.15,30.29,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,ОткрБРСО9,RU000A1053D3,1.0,1940.0,97.0,97.0,97.0,97.0,,97.0,,97.0,2.0,95.51,95.5,,2931334.0,2907084.0,,2025-09-26,,0.0,,,14.0,32.22,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,ЛТрейд 1P5,RU000A1053H4,58.0,217653.1,102.73,103.84,102.78,102.78,7.01,103.15,12.67,103.49,211.0,,103.29,,0.0,503036.4,,2027-07-22,294.0,12.16,,,16.0,13.15,2024-02-08,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,Сегежа2P5R,RU000A1053P7,256.0,12878863.4,98.9,99.38,99.11,99.11,12.66,99.05,11.42,99.1,13003.0,99.05,99.05,,12878863.4,12878863.4,,2037-07-30,918.0,11.45,,,10.75,53.6,2026-02-12,2023-03-31,1000.0,SUR,,,,,RUB,3
TQIR,2023-03-31,Феррони01,RU000A1053R3,56.0,125636.2,101.57,102.6,102.33,102.33,6.78,102.14,13.24,102.6,123.0,,101.91,,0.0,503437.9,,2025-08-02,214.0,13.6,,,16.5,13.56,2023-11-11,2023-03-31,1000.0,SUR,,,,,RUB,3
TQIR,2023-03-31,БЭЛТИ БОП5,RU000A105427,50.0,692747.8,100.04,100.99,100.05,100.04,4.22,100.11,14.9,100.99,692.0,100.11,100.11,,692747.8,692747.8,,2026-04-03,578.0,14.86,,,14.0,11.51,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,ЭНИКА 1Р03,RU000A105492,36.0,122423.8,104.41,105.77,104.69,104.54,18.74,104.64,14.21,105.77,117.0,,105.04,,0.0,501040.9,,2027-08-17,786.0,14.23,,,18.0,44.88,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,Полюс Б1P2,RU000A1054W1,83.0,9352235.03,98.0016,99.0,98.8403,98.0999,36.1266,98.229,4.13,98.0016,847.0,98.229,98.229,,48297160.92,48297160.92,,2027-08-24,1489.0,4.29,,,3.8,18.95,,2023-03-31,1000.0,SUR,,,,,CNY,3
TQOY,2023-03-31,Полюс Б1P2,RU000A1054W1,441.0,3481982.15,97.8,98.21,98.0999,98.0999,3.23,98.229,4.32,98.21,3549.0,98.229,98.229,,48297160.92,48297160.92,,2027-08-24,,4.29,,,3.8,18.95,,2023-03-31,1000.0,CNY,,,,,CNY,3
TQCB,2023-03-31,Европлн1Р5,RU000A105518,45.0,1905560.6,99.86,100.48,100.35,100.35,8.63,100.03,10.71,99.97,1905.0,100.03,100.03,,1905560.6,1905560.6,,2025-08-27,672.0,10.9,,,10.5,26.18,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,ФСК РС1Р6,RU000A105559,23.0,4937312.0,97.9,98.75,98.24,98.24,7.15,97.9,9.64,98.75,5043.0,97.9,97.9,,4937312.0,4937312.0,,2032-08-18,1080.0,9.77,,,8.7,21.69,2026-08-26,2023-03-31,1000.0,SUR,,9.5755,,2026-08-31,RUB,3
TQIR,2023-03-31,ВЭББНКР 03,RU000A105575,43.0,818866.1,100.62,100.9,100.86,100.86,0.99,100.85,14.63,100.87,812.0,100.85,100.85,,818866.1,818866.1,,2026-02-11,853.0,14.63,,,18.0,14.79,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,ДОМ 1P-12R,RU000A1055Q0,1.0,1003.0,100.3,100.3,100.3,100.3,6.06,100.3,8.89,100.3,1.0,,100.66,,0.0,500293.9,,2025-09-01,811.0,8.89,,,8.85,44.13,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,ПочтаР2P04,RU000A1055Y4,146.0,2429649.5,96.91,97.4,97.29,97.29,5.83,97.19,10.27,97.37,2500.0,97.19,97.19,,2429649.5,2429649.5,,2032-08-25,1350.0,10.3,,,9.25,46.12,2027-09-01,2023-03-31,1000.0,SUR,,10.2211,,2027-09-06,RUB,3
TQCB,2023-03-31,МСБЛиз2P06,RU000A105658,26.0,113049.7,100.81,100.98,100.98,100.98,7.95,100.94,13.85,100.94,112.0,,100.91,,0.0,571143.9,,2024-09-01,248.0,13.91,,,14.5,11.92,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,Сбер Sb40R,RU000A105666,7.0,42939.4,101.94,102.5,102.5,102.5,32.79,102.24,7.46,101.94,42.0,,101.7,,0.0,511565.4,,2024-11-15,550.0,7.64,,,9.0,44.88,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQIR,2023-03-31,РоялКапБО8,RU000A1056Q8,55.0,911140.2,100.91,101.2,101.19,101.19,7.01,101.13,16.31,100.91,901.0,101.13,101.13,,911140.2,911140.2,,2025-09-10,753.0,16.35,,,16.0,39.89,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,ФСК РС Б5,RU000A1056S4,4.0,796176.2,97.02,98.25,97.02,97.02,1.63,98.05,9.86,98.25,812.0,98.05,98.05,,824641.0,814828.1,,2057-08-10,1107.0,9.48,,,8.5,21.19,2026-09-18,2023-03-31,1000.0,SUR,,9.7879,,2026-09-25,RUB,3
TQCB,2023-03-31,ЦР БО-02,RU000A1056T2,92.0,462396.7,105.04,108.76,108.43,108.43,8.38,108.29,14.95,105.04,427.0,,108.29,,0.0,569613.7,,2026-08-25,755.0,15.02,,,18.0,14.79,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,ГазКЗ-27Д,RU000A1056U0,152.0,79355281.12,92.21,92.9,92.49,92.49,74.0028,92.44,7.18,92.69,1113.0,92.44,92.44,,113303686.84,113303686.84,,2027-03-23,,7.19,,,4.95,24.75,,2023-03-31,1000.0,SUR,,,,,USD,3
TQOD,2023-03-31,ГазКЗ-27Д,RU000A1056U0,179.0,440394.8,91.2,92.8,92.52,92.49,0.96,92.44,7.17,92.69,477.0,92.44,92.44,,113303686.84,113303686.84,,2027-03-23,1330.0,7.2,,,4.95,24.75,,2023-03-31,1000.0,USD,,,,,USD,3
TQCB,2023-03-31,МЕТАЛИН1P1,RU000A1057A0,49.0,18123296.45,99.1,99.9,99.1,98.737,13.3098,98.8674,3.79,99.8999,1635.0,98.8674,98.8674,,36380877.05,36380877.05,,2024-09-13,522.0,3.97,,,3.1,7.73,,2023-03-31,1000.0,SUR,,,,,CNY,3
TQOY,2023-03-31,МЕТАЛИН1P1,RU000A1057A0,109.0,1632371.06,98.25,99.244,98.8799,98.737,1.19,98.8674,3.96,98.351,1655.0,98.8674,98.8674,,36380877.05,36380877.05,,2024-09-13,,3.97,,,3.1,7.73,,2023-03-31,1000.0,CNY,,,,,CNY,3
TQCB,2023-03-31,МЕТАЛИН1P2,RU000A1057D4,11.0,196854.67,97.6783,98.0,98.0,97.0997,15.8823,97.0144,4.26,97.7498,18.0,97.0144,97.0144,,6130683.36,6130683.36,,2027-09-10,1500.0,4.52,,,3.7,9.22,,2023-03-31,1000.0,SUR,,,,,CNY,3
TQOY,2023-03-31,МЕТАЛИН1P2,RU000A1057D4,104.0,530530.88,96.9055,97.1,97.0997,97.0997,1.42,97.0144,4.5,96.9702,547.0,97.0144,97.0144,,6130683.36,6130683.36,,2027-09-10,,4.52,,,3.7,9.22,,2023-03-31,1000.0,CNY,,,,,CNY,3
TQCB,2023-03-31,СберИОС538,RU000A1057K9,1.0,94600.0,94.6,94.6,94.6,94.6,,94.6,,94.6,100.0,,91.4,,0.0,1270484.0,,2025-09-26,,0.0,,,0.01,0.1,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,РусГидрБП6,RU000A1057P8,80.0,1242476.0,98.18,99.0,98.2,98.2,2.33,98.37,9.32,98.49,1263.0,98.37,98.37,,1242476.0,1242476.0,,2026-09-15,1117.0,9.26,,,8.5,42.38,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,ВТБ Б1-315,RU000A1057Q6,2.0,11765.0,90.5,90.5,90.5,90.5,0.01,90.5,3.93,90.5,13.0,,89.81,,0.0,546043.9,,2025-11-04,949.0,3.93,,,0.01,0.02,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQOY,2023-03-31,Роснфт2P12,RU000A1057S2,102.0,858563.23,98.5111,98.98,98.9298,98.9298,0.84,98.7599,3.85,98.5111,869.0,98.799,98.799,,9602772.15,9602772.15,,2032-09-07,528.0,3.97,,,3.05,15.21,2024-09-17,2023-03-31,1000.0,CNY,,3.8209,,2024-09-20,CNY,3
TQCB,2023-03-31,ВТБ Б1-312,RU000A105823,37.0,272537.4,99.7,100.25,100.0,100.0,2.03,99.83,7.65,99.82,273.0,,99.77,,0.0,650519.1,,2023-09-21,171.0,8.05,,,7.4,6.28,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQIR,2023-03-31,Фордевинд1,RU000A105849,50.0,823259.7,104.7,104.9,104.9,104.9,6.0,104.87,17.23,104.7,785.0,104.87,104.87,,823259.7,823259.7,,2025-09-05,457.0,17.26,,,19.9,16.36,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,СберИОС539,RU000A1058J9,2.0,123200.0,112.0,112.0,112.0,112.0,,112.0,,112.0,110.0,110.98,111.53,,6035266.0,4199025.0,,2027-10-14,,0.0,,,0.01,0.05,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,ТелХолБ2-2,RU000A1058K7,54.0,11165149.0,102.8,103.77,103.19,103.19,1.01,102.84,10.67,103.75,10857.0,102.84,102.84,,11165149.0,11165149.0,,2024-12-24,581.0,10.9,,,12.3,30.67,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQCB,2023-03-31,БалтЛизБП6,RU000A1058M3,63.0,2953655.4,99.3,99.83,99.35,99.35,0.6,99.35,11.59,99.83,2973.0,99.35,99.35,,2953655.4,2953655.4,,2025-09-24,670.0,11.59,,,10.9,54.35,,2023-03-31,1000.0,SUR,,,,,RUB,3
TQIR,2023-03-31,КарМани 02,RU000A1058U6,47.0,410676.21,106.8,107.22,107.15,107.15,1.41,107.11,15.61,106.81,426.0,,107.06,,0.0,507792.6,,2025-09-13,587.0,15.64,,,19.0,14.05,,2023-03-31,900.0,SUR,,,,,RUB,3
